AssessmentID,CandidateID,EventDate,Caption,Assessment_Type,Assessment_Duration,Vendor,Outcome,Overall_Score,Detail_URL,Cost
Assessment-6473,Candidate-98190,2017-08-23,CEG - Carissa Ibarra - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Project Manager Assessment,24,CEG,Success,67.20546743966648,https://www.corpedgroup.com/id=?Candidate-98190,100.0
Assessment-6474,Candidate-98190,2017-08-23,Select International - Carissa Ibarra - Operations:Hire Plant Supervisor - APAC : Requisition-1058,PPQ,24,Select International,Success,98.91501336594956,https://use.plum.io/assessments?Candidate-98190,20.0
Assessment-6475,Candidate-98190,2017-08-23,Select International - Carissa Ibarra - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Strengths Inventory,36,Select International,Success,89.99751294753679,https://www.selectinternational.com/id?Candidate-98190,20.0
Assessment-6476,Candidate-180766,2017-08-23,Select International - Brent Howard - IT:Hire Information Security Specialist - North America : Requisition-1103,PPQ,12,Select International,Fail,46.118339908349256,https://www.selectinternational.com/id?Candidate-180766,20.0
Assessment-6477,Candidate-180740,2017-08-23,CEG - Oscar Downs - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Project Manager Assessment,24,CEG,Success,108.38228880048901,https://www.corpedgroup.com/id=?Candidate-180740,100.0
Assessment-6478,Candidate-180740,2017-08-23,Select International - Oscar Downs - Operations:Hire Maintenance Engineer - North America : Requisition-1135,PPQ,24,Select International,Success,81.62788978908593,https://use.plum.io/assessments?Candidate-180740,20.0
Assessment-6479,Candidate-180740,2017-08-23,Select International - Oscar Downs - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Strengths Inventory,36,Select International,Success,94.59204187037933,https://www.selectinternational.com/id?Candidate-180740,20.0
Assessment-6480,Candidate-180737,2017-08-23,Select International - Cristian Burnett - IT:Hire Information Security Specialist - North America : Requisition-1138,PPQ,12,Select International,Success,61.063104738245656,https://www.selectinternational.com/id?Candidate-180737,20.0
Assessment-6481,Candidate-180734,2017-08-23,Select International - Franco Villegas - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,PPQ,36,Select International,Success,80.42184883379755,https://www.selectinternational.com/id?Candidate-180734,20.0
Assessment-6482,Candidate-180734,2017-08-23,Select Intenational - Franco Villegas - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,Strengths Inventory,48,Select Intenational,Success,68.61466102993707,https://www.selectinternational.com/id?Candidate-180734,20.0
Assessment-6483,Candidate-180727,2017-08-23,Select International - Mayah Young - Finance:Hire Financial Analyst - North America : Requisition-1144,PPQ,12,Select International,Success,91.62603795516054,https://bluesphere.Select International.com/behaviour/id?Candidate-180727,20.0
Assessment-6484,Candidate-180721,2017-08-23,Select International - Noa Patel - Finance:Hire Senior Accountant - South America : Requisition-1151,PPQ,12,Select International,Success,74.17207029984694,https://bluesphere.Select International.com/behaviour/id?Candidate-180721,20.0
Assessment-6485,Candidate-180711,2017-08-23,Select International - Pasquale Dean - Finance:Hire Financial Analyst - North America : Requisition-1164,PPQ,12,Select International,Success,99.8844784345643,https://bluesphere.Select International.com/behaviour/id?Candidate-180711,20.0
Assessment-6486,Candidate-180694,2017-08-23,Select International - Marcos Bounds - IT:Hire IT Infrastructure Specialist - North America : Requisition-1178,PPQ,12,Select International,Success,73.88852725556943,https://www.selectinternational.com/id?Candidate-180694,20.0
Assessment-6487,Candidate-125724,2017-08-23,Select International - Leann Fong - Finance:Hire Accountant - A/R - North America : Requisition-1187,PPQ,12,Select International,Fail,51.862897661845516,https://bluesphere.Select International.com/behaviour/id?Candidate-125724,20.0
Assessment-6488,Candidate-180677,2017-08-23,Select International - Vicki Picon - Finance:Hire Accountant - A/R - North America : Requisition-1200,PPQ,12,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-180677,20.0
Assessment-6489,Candidate-62639,2017-08-23,Select International - Sasha Everett - Finance:Hire Accountant - A/R - North America : Requisition-1200,PPQ,12,Select International,Success,70.9132751621997,https://bluesphere.Select International.com/behaviour/id?Candidate-62639,20.0
Assessment-6490,Candidate-180675,2017-08-23,Select International - Earnest Calhoun - IT:Hire IT Project Analyst - North America : Requisition-1202,PPQ,12,Select International,Success,88.10201838806384,https://www.selectinternational.com/id?Candidate-180675,20.0
Assessment-6491,Candidate-180655,2017-08-23,Select International - Deena Weeks - HR:Hire HR Business Partner - North America : Requisition-1220,PPQ,24,Select International,Success,60.0,https://bluesphere.cultureamp.com/?Candidate-180655,20.0
Assessment-6492,Candidate-180655,2017-08-23,Select International - Deena Weeks - HR:Hire HR Business Partner - North America : Requisition-1220,Strengths Inventory,84,Select International,Success,106.83666801580279,https://www.selectinternational.com/id?Candidate-180655,20.0
Assessment-6493,Candidate-85895,2017-08-23,Select International - Crispin Granada - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1224,PPQ,12,Select International,Success,103.80302958943784,https://www.selectinternational.com/id?Candidate-85895,20.0
Assessment-6494,Candidate-180649,2017-08-23,Select International - Ashley Chapman - Marketing:Hire Marketing Specialist - North America : Requisition-1225,PPQ,36,Select International,Success,89.25398444708804,https://www.selectinternational.com/id?Candidate-180649,20.0
Assessment-6495,Candidate-180649,2017-08-23,Select Intenational - Ashley Chapman - Marketing:Hire Marketing Specialist - North America : Requisition-1225,Strengths Inventory,48,Select Intenational,Success,103.06369329814348,https://www.selectinternational.com/id?Candidate-180649,20.0
Assessment-6496,Candidate-180606,2017-08-23,Select International - Umar Lena - Marketing:Hire Marketing Specialist - North America : Requisition-1023,PPQ,36,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180606,20.0
Assessment-6497,Candidate-180606,2017-08-23,Select Intenational - Umar Lena - Marketing:Hire Marketing Specialist - North America : Requisition-1023,Strengths Inventory,48,Select Intenational,Success,62.48877369817697,https://www.selectinternational.com/id?Candidate-180606,20.0
Assessment-6498,Candidate-180602,2017-08-23,CEG - Belle Watson - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Project Manager Assessment,24,CEG,Success,84.7826160556239,https://www.corpedgroup.com/id=?Candidate-180602,100.0
Assessment-6499,Candidate-180602,2017-08-23,Select International - Belle Watson - Operations:Hire Plant Supervisor - APAC : Requisition-1058,PPQ,24,Select International,Success,101.38651286099349,https://use.plum.io/assessments?Candidate-180602,20.0
Assessment-6500,Candidate-180602,2017-08-23,Select International - Belle Watson - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Strengths Inventory,36,Select International,Success,65.97485480764162,https://www.selectinternational.com/id?Candidate-180602,20.0
Assessment-6501,Candidate-180596,2017-08-23,Select International - Francisco Jimenez - HR:Hire Talent Management Manager - North America : Requisition-1100,PPQ,24,Select International,Success,62.14017325277434,https://bluesphere.cultureamp.com/?Candidate-180596,20.0
Assessment-6502,Candidate-180596,2017-08-23,Select International - Francisco Jimenez - HR:Hire Talent Management Manager - North America : Requisition-1100,Strengths Inventory,84,Select International,Success,78.70534686455426,https://www.selectinternational.com/id?Candidate-180596,20.0
Assessment-6503,Candidate-180586,2017-08-23,Select International - Janice Drake - IT:Hire IT Infrastructure Specialist - North America : Requisition-1123,PPQ,12,Select International,Success,79.13946841764287,https://www.selectinternational.com/id?Candidate-180586,20.0
Assessment-6504,Candidate-180580,2017-08-23,Select International - Edmond Lucas - Finance:Hire Accountant - A/R - APAC : Requisition-1129,PPQ,12,Select International,Success,99.50374724816743,https://bluesphere.Select International.com/behaviour/id?Candidate-180580,20.0
Assessment-6505,Candidate-180577,2017-08-23,CEG - Ogden Kaufman - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Project Manager Assessment,24,CEG,Success,98.37559664867062,https://www.corpedgroup.com/id=?Candidate-180577,100.0
Assessment-6506,Candidate-180577,2017-08-23,Select International - Ogden Kaufman - Operations:Hire Maintenance Engineer - North America : Requisition-1135,PPQ,24,Select International,Success,82.28392542801761,https://use.plum.io/assessments?Candidate-180577,20.0
Assessment-6507,Candidate-180577,2017-08-23,Select International - Ogden Kaufman - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Strengths Inventory,36,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180577,20.0
Assessment-6508,Candidate-104049,2017-08-23,Select International - Lorrie Ayala - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,PPQ,36,Select International,Fail,33.99685565836257,https://www.selectinternational.com/id?Candidate-104049,20.0
Assessment-6509,Candidate-104049,2017-08-23,Select Intenational - Lorrie Ayala - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,Strengths Inventory,48,Select Intenational,Fail,0.0,https://www.selectinternational.com/id?Candidate-104049,20.0
Assessment-6510,Candidate-180572,2017-08-23,Select International - Corinne Sanford - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,PPQ,84,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-180572,20.0
Assessment-6511,Candidate-180572,2017-08-23,Select International - Corinne Sanford - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,Strengths Inventory,72,Select International,Success,71.61356976336367,https://www.selectinternational.com/id?Candidate-180572,20.0
Assessment-6512,Candidate-180565,2017-08-23,Optimize Hire - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,Motivation Test,60,Optimize Hire,Success,88.47767939064717,https://optimizehire.com/id=?Candidate-180565,40.0
Assessment-6513,Candidate-180565,2017-08-23,Optimize Hire - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,Personality test,24,Optimize Hire,Success,60.0,https://optimizehire.com/id=?Candidate-180565,40.0
Assessment-6514,Candidate-180565,2017-08-23,Optimize Hire - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,Cognitive Ability Test,12,Optimize Hire,Success,88.01146920667853,https://optimizehire.com/id=?Candidate-180565,60.0
Assessment-6515,Candidate-180565,2017-08-23,Select International - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,PPQ,36,Select International,Success,71.08602526619961,https://bluesphere.Select International.com/behaviour/id?Candidate-180565,20.0
Assessment-6516,Candidate-180565,2017-08-23,Select International - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,PPQ,72,Select International,Success,69.46080423793862,https://bluesphere.cultureamp.com/?Candidate-180565,20.0
Assessment-6517,Candidate-180565,2017-08-23,Select International - Elizabeth Sutton - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,Strengths Inventory,24,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180565,20.0
Assessment-6518,Candidate-180560,2017-08-23,Select International - Juan Lujan - HR:Hire Talent Management Specialist - North America : Requisition-1156,PPQ,24,Select International,Success,115.42095676784777,https://bluesphere.cultureamp.com/?Candidate-180560,20.0
Assessment-6519,Candidate-180560,2017-08-23,Select International - Juan Lujan - HR:Hire Talent Management Specialist - North America : Requisition-1156,Strengths Inventory,84,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180560,20.0
Assessment-6520,Candidate-180545,2017-08-23,Select International - Calla Duran - IT:Hire Information Security Specialist - North America : Requisition-1175,PPQ,12,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180545,20.0
Assessment-6521,Candidate-180531,2017-08-23,Select International - Jamie Callahan - Marketing:Hire Marketing Specialist - North America : Requisition-1192,PPQ,36,Select International,Success,91.91951402970255,https://www.selectinternational.com/id?Candidate-180531,20.0
Assessment-6522,Candidate-180531,2017-08-23,Select Intenational - Jamie Callahan - Marketing:Hire Marketing Specialist - North America : Requisition-1192,Strengths Inventory,48,Select Intenational,Success,90.986219925164,https://www.selectinternational.com/id?Candidate-180531,20.0
Assessment-6523,Candidate-180524,2017-08-23,Select International - Mika Lago - Sales:Hire Sales Regional Director : Requisition-1198,PPQ,84,Select International,Success,105.43984999789083,https://bluesphere.Select International.com/behaviour/id?Candidate-180524,20.0
Assessment-6524,Candidate-180524,2017-08-23,Select International - Mika Lago - Sales:Hire Sales Regional Director : Requisition-1198,Strengths Inventory,72,Select International,Success,82.6195948598565,https://www.selectinternational.com/id?Candidate-180524,20.0
Assessment-6525,Candidate-180509,2017-08-23,Select International - Fatima Hernandez - Finance:Hire Financial Analyst - North America : Requisition-1213,PPQ,12,Select International,Success,87.7439495214018,https://bluesphere.Select International.com/behaviour/id?Candidate-180509,20.0
Assessment-6526,Candidate-180508,2017-08-23,Select International - Delicia Perales - Finance:Hire Financial Analyst - North America : Requisition-1213,PPQ,12,Select International,Success,68.02615483929975,https://bluesphere.Select International.com/behaviour/id?Candidate-180508,20.0
Assessment-6527,Candidate-81063,2017-08-23,Select International - Palantina Odell - IT:Hire Enterprise Applications Specialist - North America : Requisition-1237,PPQ,12,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-81063,20.0
Assessment-6528,Candidate-135906,2017-08-23,Select International - Shota Daniels - Finance:Hire Financial Analyst - North America : Requisition-1039,PPQ,12,Select International,Fail,79.9048441522256,https://bluesphere.Select International.com/behaviour/id?Candidate-135906,20.0
Assessment-6529,Candidate-180454,2017-08-23,Select International - Micah Pratt - Finance:Hire Financial Analyst - North America : Requisition-1039,PPQ,12,Select International,Success,108.6279576669488,https://bluesphere.Select International.com/behaviour/id?Candidate-180454,20.0
Assessment-6530,Candidate-180437,2017-08-23,Select International - Emily Rich - IT:Hire Information Security Specialist - North America : Requisition-1124,PPQ,12,Select International,Success,72.0013670929757,https://www.selectinternational.com/id?Candidate-180437,20.0
Assessment-6531,Candidate-152234,2017-08-23,Select International - Katrina Poon - Finance:Hire Senior Accountant - EMEA : Requisition-1125,PPQ,12,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-152234,20.0
Assessment-6532,Candidate-180432,2017-08-23,Select International - Paulina Williams - IT:Hire IT Project Analyst - North America : Requisition-1130,PPQ,12,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180432,20.0
Assessment-6533,Candidate-180424,2017-08-23,CEG - Miguel Gillespie - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Project Manager Assessment,24,CEG,Fail,30.348891104457746,https://www.corpedgroup.com/id=?Candidate-180424,100.0
Assessment-6534,Candidate-180424,2017-08-23,Select International - Miguel Gillespie - Operations:Hire Maintenance Engineer - North America : Requisition-1135,PPQ,24,Select International,Fail,17.671667500230264,https://use.plum.io/assessments?Candidate-180424,20.0
Assessment-6535,Candidate-180424,2017-08-23,Select International - Miguel Gillespie - Operations:Hire Maintenance Engineer - North America : Requisition-1135,Strengths Inventory,36,Select International,Fail,13.762097984851732,https://www.selectinternational.com/id?Candidate-180424,20.0
Assessment-6536,Candidate-180416,2017-08-23,Select International - Marybeth Sun - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,PPQ,36,Select International,Success,102.77519684331861,https://www.selectinternational.com/id?Candidate-180416,20.0
Assessment-6537,Candidate-180416,2017-08-23,Select Intenational - Marybeth Sun - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,Strengths Inventory,48,Select Intenational,Success,60.0,https://www.selectinternational.com/id?Candidate-180416,20.0
Assessment-6538,Candidate-30743,2017-08-23,Select International - Patrice Calvo - IT:Hire IT Project Analyst - North America : Requisition-1146,PPQ,12,Select International,Success,79.1544530189116,https://www.selectinternational.com/id?Candidate-30743,20.0
Assessment-6539,Candidate-180360,2017-08-23,CEG - Hans Flores - Operations:Hire Maintenance Engineer - South America : Requisition-1204,Project Manager Assessment,24,CEG,Success,89.65151656166739,https://www.corpedgroup.com/id=?Candidate-180360,100.0
Assessment-6540,Candidate-180360,2017-08-23,Select International - Hans Flores - Operations:Hire Maintenance Engineer - South America : Requisition-1204,PPQ,24,Select International,Success,93.0167912955606,https://use.plum.io/assessments?Candidate-180360,20.0
Assessment-6541,Candidate-180360,2017-08-23,Select International - Hans Flores - Operations:Hire Maintenance Engineer - South America : Requisition-1204,Strengths Inventory,36,Select International,Success,110.7022855005892,https://www.selectinternational.com/id?Candidate-180360,20.0
Assessment-6542,Candidate-73314,2017-08-23,CEG - Gwen Bright - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,Project Manager Assessment,24,CEG,Success,60.0,https://www.corpedgroup.com/id=?Candidate-73314,100.0
Assessment-6543,Candidate-73314,2017-08-23,Select International - Gwen Bright - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,PPQ,24,Select International,Success,111.12990684712024,https://use.plum.io/assessments?Candidate-73314,20.0
Assessment-6544,Candidate-73314,2017-08-23,Select International - Gwen Bright - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,Strengths Inventory,36,Select International,Success,77.4280268696476,https://www.selectinternational.com/id?Candidate-73314,20.0
Assessment-6545,Candidate-162084,2017-08-23,CEG - Robin Chaudhry - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,Project Manager Assessment,24,CEG,Success,113.11250574664986,https://www.corpedgroup.com/id=?Candidate-162084,100.0
Assessment-6546,Candidate-162084,2017-08-23,Select International - Robin Chaudhry - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,PPQ,24,Select International,Success,64.3416323022669,https://use.plum.io/assessments?Candidate-162084,20.0
Assessment-6547,Candidate-162084,2017-08-23,Select International - Robin Chaudhry - Operations:Hire Plant Operations Analyst - EMEA : Requisition-1219,Strengths Inventory,36,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-162084,20.0
Assessment-6548,Candidate-118440,2017-08-23,Select International - Zakaria Garcia - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1240,PPQ,12,Select International,Success,88.65985516847817,https://www.selectinternational.com/id?Candidate-118440,20.0
Assessment-6549,Candidate-62470,2017-08-23,Select International - Pauline Singh - Finance:Hire Accountant - A/R - North America : Requisition-992,PPQ,12,Select International,Success,70.29051905198286,https://bluesphere.Select International.com/behaviour/id?Candidate-62470,20.0
Assessment-6550,Candidate-66477,2017-08-23,Select International - Luciana Garcia - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Fail,31.040931295764363,https://bluesphere.Select International.com/behaviour/id?Candidate-66477,20.0
Assessment-6551,Candidate-180271,2017-08-23,Select International - Ronnie Stevenson - Sales:Hire Sales Coordinator - South America : Requisition-1116,PPQ,84,Select International,Success,71.21554234029863,https://bluesphere.Select International.com/behaviour/id?Candidate-180271,20.0
Assessment-6552,Candidate-180271,2017-08-23,Select International - Ronnie Stevenson - Sales:Hire Sales Coordinator - South America : Requisition-1116,Strengths Inventory,72,Select International,Success,91.51266146608022,https://www.selectinternational.com/id?Candidate-180271,20.0
Assessment-6553,Candidate-180246,2017-08-23,Select International - Cruz Calhoun - Finance:Hire Accountant - A/R - EMEA : Requisition-1149,PPQ,12,Select International,Success,136.38810243829667,https://bluesphere.Select International.com/behaviour/id?Candidate-180246,20.0
Assessment-6554,Candidate-180245,2017-08-23,Select International - Daxton Miyazaki - Finance:Hire Accountant - A/R - EMEA : Requisition-1149,PPQ,12,Select International,Success,91.09409069732322,https://bluesphere.Select International.com/behaviour/id?Candidate-180245,20.0
Assessment-6555,Candidate-180229,2017-08-23,CEG - Magdalen Delacruz - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Project Manager Assessment,24,CEG,Success,60.0,https://www.corpedgroup.com/id=?Candidate-180229,100.0
Assessment-6556,Candidate-180229,2017-08-23,Select International - Magdalen Delacruz - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,PPQ,24,Select International,Success,82.1673174480773,https://use.plum.io/assessments?Candidate-180229,20.0
Assessment-6557,Candidate-180229,2017-08-23,Select International - Magdalen Delacruz - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,Strengths Inventory,36,Select International,Success,78.13510065343533,https://www.selectinternational.com/id?Candidate-180229,20.0
Assessment-6558,Candidate-180219,2017-08-23,Select International - Alec Thornton - IT:Hire IT Project Analyst - North America : Requisition-1168,PPQ,12,Select International,Success,94.12319221361801,https://www.selectinternational.com/id?Candidate-180219,20.0
Assessment-6559,Candidate-180186,2017-08-23,Select International - Analicia Powers - Finance:Hire Financial Analyst - EMEA : Requisition-1208,PPQ,12,Select International,Fail,10.776252222160807,https://bluesphere.Select International.com/behaviour/id?Candidate-180186,20.0
Assessment-6560,Candidate-180182,2017-08-23,Select International - Jess Keener - HR:Hire Talent Management Specialist - North America : Requisition-1209,PPQ,24,Select International,Success,79.7457558352956,https://bluesphere.cultureamp.com/?Candidate-180182,20.0
Assessment-6561,Candidate-180182,2017-08-23,Select International - Jess Keener - HR:Hire Talent Management Specialist - North America : Requisition-1209,Strengths Inventory,84,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180182,20.0
Assessment-6562,Candidate-180177,2017-08-23,CEG - Erika Ruiz - Operations:Hire Plant Supervisor - North America : Requisition-1212,Project Manager Assessment,24,CEG,Success,63.18370218890685,https://www.corpedgroup.com/id=?Candidate-180177,100.0
Assessment-6563,Candidate-180177,2017-08-23,Select International - Erika Ruiz - Operations:Hire Plant Supervisor - North America : Requisition-1212,PPQ,24,Select International,Success,80.27406920725264,https://use.plum.io/assessments?Candidate-180177,20.0
Assessment-6564,Candidate-180177,2017-08-23,Select International - Erika Ruiz - Operations:Hire Plant Supervisor - North America : Requisition-1212,Strengths Inventory,36,Select International,Success,76.78872353661578,https://www.selectinternational.com/id?Candidate-180177,20.0
Assessment-6565,Candidate-180149,2017-08-23,Select International - Jared Russo - Sales:Hire Sales Regional Director : Requisition-1238,PPQ,84,Select International,Success,78.67552300002124,https://bluesphere.Select International.com/behaviour/id?Candidate-180149,20.0
Assessment-6566,Candidate-180149,2017-08-23,Select International - Jared Russo - Sales:Hire Sales Regional Director : Requisition-1238,Strengths Inventory,72,Select International,Success,108.94924129263384,https://www.selectinternational.com/id?Candidate-180149,20.0
Assessment-6567,Candidate-180145,2017-08-23,Select International - Dan Konishi - Finance:Campus Procurement Coordinator - EMEA : Requisition-4,PPQ,12,Select International,Success,102.01513297968603,https://bluesphere.Select International.com/behaviour/id?Candidate-180145,20.0
Assessment-6568,Candidate-180124,2017-08-23,CEG - Mio Coward - Operations:Campus Logistics Specialist - North America : Requisition-15,Project Manager Assessment,24,CEG,Success,60.0,https://www.corpedgroup.com/id=?Candidate-180124,100.0
Assessment-6569,Candidate-180124,2017-08-23,Select International - Mio Coward - Operations:Campus Logistics Specialist - North America : Requisition-15,PPQ,24,Select International,Success,86.5282274512559,https://use.plum.io/assessments?Candidate-180124,20.0
Assessment-6570,Candidate-180124,2017-08-23,Select International - Mio Coward - Operations:Campus Logistics Specialist - North America : Requisition-15,Strengths Inventory,36,Select International,Success,128.21454916970356,https://www.selectinternational.com/id?Candidate-180124,20.0
Assessment-6571,Candidate-180105,2017-08-23,Select International - Ianthe Tapia - Finance:Hire Senior Accountant - APAC : Requisition-1003,PPQ,12,Select International,Success,102.15922651561536,https://bluesphere.Select International.com/behaviour/id?Candidate-180105,20.0
Assessment-6572,Candidate-180095,2017-08-23,CEG - Tracey Castillo - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Project Manager Assessment,24,CEG,Success,82.22060405971226,https://www.corpedgroup.com/id=?Candidate-180095,100.0
Assessment-6573,Candidate-180095,2017-08-23,Select International - Tracey Castillo - Operations:Hire Plant Supervisor - APAC : Requisition-1058,PPQ,24,Select International,Success,121.4461404517351,https://use.plum.io/assessments?Candidate-180095,20.0
Assessment-6574,Candidate-180095,2017-08-23,Select International - Tracey Castillo - Operations:Hire Plant Supervisor - APAC : Requisition-1058,Strengths Inventory,36,Select International,Success,77.81318812648985,https://www.selectinternational.com/id?Candidate-180095,20.0
Assessment-6575,Candidate-180072,2017-08-23,Select International - Donnie Sugimoto - Sales:Hire Sales Coordinator - North America : Requisition-1128,PPQ,84,Select International,Success,95.16070882869988,https://bluesphere.Select International.com/behaviour/id?Candidate-180072,20.0
Assessment-6576,Candidate-180072,2017-08-23,Select International - Donnie Sugimoto - Sales:Hire Sales Coordinator - North America : Requisition-1128,Strengths Inventory,72,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180072,20.0
Assessment-6577,Candidate-74724,2017-08-23,CEG - Ashlynn Grimes - Operations:Hire Maintenance Engineer - South America : Requisition-1133,Project Manager Assessment,24,CEG,Success,78.47935325279184,https://www.corpedgroup.com/id=?Candidate-74724,100.0
Assessment-6578,Candidate-74724,2017-08-23,Select International - Ashlynn Grimes - Operations:Hire Maintenance Engineer - South America : Requisition-1133,PPQ,24,Select International,Success,86.08549144932607,https://use.plum.io/assessments?Candidate-74724,20.0
Assessment-6579,Candidate-74724,2017-08-23,Select International - Ashlynn Grimes - Operations:Hire Maintenance Engineer - South America : Requisition-1133,Strengths Inventory,36,Select International,Success,105.88440734200361,https://www.selectinternational.com/id?Candidate-74724,20.0
Assessment-6580,Candidate-180049,2017-08-23,Select International - Keita Lin - HR:Hire Talent Management Manager - North America : Requisition-1154,PPQ,24,Select International,Success,101.6851355456998,https://bluesphere.cultureamp.com/?Candidate-180049,20.0
Assessment-6581,Candidate-180049,2017-08-23,Select International - Keita Lin - HR:Hire Talent Management Manager - North America : Requisition-1154,Strengths Inventory,84,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180049,20.0
Assessment-6582,Candidate-180037,2017-08-23,Select International - Judy Caldwell - IT:Hire IT Project Analyst - North America : Requisition-1168,PPQ,12,Select International,Success,94.32700740777727,https://www.selectinternational.com/id?Candidate-180037,20.0
Assessment-6583,Candidate-180031,2017-08-23,Select International - Noel Matsuo - IT:Hire IT Project Analyst - North America : Requisition-1173,PPQ,12,Select International,Success,60.0,https://www.selectinternational.com/id?Candidate-180031,20.0
Assessment-6584,Candidate-180012,2017-08-23,Select International - Gage Arias - Finance:Hire Accountant - A/R - North America : Requisition-1193,PPQ,12,Select International,Success,60.0,https://bluesphere.Select International.com/behaviour/id?Candidate-180012,20.0
Assessment-6585,Candidate-179984,2017-08-23,Select International - Zahara Quinn - HR:Hire Talent Management Specialist - North America : Requisition-1209,PPQ,24,Select International,Success,76.48507043049187,https://bluesphere.cultureamp.com/?Candidate-179984,20.0
Assessment-6586,Candidate-179984,2017-08-23,Select International - Zahara Quinn - HR:Hire Talent Management Specialist - North America : Requisition-1209,Strengths Inventory,84,Select International,Success,94.27666082497626,https://www.selectinternational.com/id?Candidate-179984,20.0
Assessment-6587,Candidate-179982,2017-08-23,Select International - Tyler Rader - HR:Hire Talent Management Specialist - North America : Requisition-1209,PPQ,24,Select International,Success,63.885642695432225,https://bluesphere.cultureamp.com/?Candidate-179982,20.0
Assessment-6588,Candidate-179982,2017-08-23,Select International - Tyler Rader - HR:Hire Talent Management Specialist - North America : Requisition-1209,Strengths Inventory,84,Select International,Success,71.33826067270144,https://www.selectinternational.com/id?Candidate-179982,20.0
Assessment-6589,Candidate-179973,2017-08-23,Select International - Palmer Humphrey - Sales:Hire Sales Coordinator - North America : Requisition-1217,PPQ,84,Select International,Fail,25.218101284074475,https://bluesphere.Select International.com/behaviour/id?Candidate-179973,20.0
Assessment-6590,Candidate-179973,2017-08-23,Select International - Palmer Humphrey - Sales:Hire Sales Coordinator - North America : Requisition-1217,Strengths Inventory,72,Select International,Fail,0.0,https://www.selectinternational.com/id?Candidate-179973,20.0
Assessment-6591,Candidate-179971,2017-08-23,Select International - Skylar Banks - Marketing:Hire Marketing Manager - EMEA : Requisition-1218,PPQ,36,Select International,Success,78.36003826001169,https://www.selectinternational.com/id?Candidate-179971,20.0
Assessment-6592,Candidate-179971,2017-08-23,Select Intenational - Skylar Banks - Marketing:Hire Marketing Manager - EMEA : Requisition-1218,Strengths Inventory,48,Select Intenational,Success,97.41656923543681,https://www.selectinternational.com/id?Candidate-179971,20.0
Assessment-6593,Candidate-179964,2017-08-23,Select International - Tomas Fallon - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1224,PPQ,12,Select International,Success,69.42542995841194,https://www.selectinternational.com/id?Candidate-179964,20.0
